"Short desc","Keywords","Level","Vnum","Room","Location","Flags","Weight","Value","Material","Worn","Item type","AC/SLevel","Capacity","Spells","Affects","hit roll","damage roll","hp","mana","moves","armor class","strength","dexterity","intelligence","wisdom","constitution","Bit affects",","Other"
"","sword small",0,3021,3026,"on the vagabond","----------------------",30,1200,"steel","(wield)","weapon(slice)","3d9",0,"none","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","jerkin hard leather",0,3066,3026,"on the vagabond","----------------------",80,430,"leather","(torso)","armor","1/3/3/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bracer strong leather",0,3052,3026,"on the vagabond","----------------------",10,112,"leather","(wrist)","armor","0/2/2/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","scroll identify",10,3040,3033,"on the wizard","----M---------------#-",2,1500,"vellum","(hold)","scroll",12,0,"identify","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","scroll cancellation",10,3039,3033,"on the wizard","----M---------------#-",10,2200,"vellum","(hold)","scroll",15,0,"cancellation","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","scroll recall",10,3042,3033,"on the wizard","----M---------------#-",20,2900,"vellum","(hold)","scroll",20,0,"word of recall","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","tbhdoor ring protection",0,3043,3033,"on the wizard","----M---------------#-",10,640,"silver","(finger)","treasure",0,0,"","-2arm",0,0,0,0,0,-2,0,0,0,0,0,"",,""
"","wand magic missile missiles",15,3044,3033,"on the wizard","----M---------------#-",10,1200,"wood","(hold)","wand",4,10,"magic missile","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bracer strong leather",10,3052,3035,"on the leather worker","--------------------#-",10,112,"leather","(wrist)","armor","0/2/2/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","belt leather",10,3053,3035,"on the leather worker","--------------------#-",10,136,"leather","(waist)","armor","1/2/2/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","girdle leather",10,3054,3035,"on the leather worker","--------------------#-",20,220,"leather","(waist)","armor","1/3/3/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","jerkin leather",10,3060,3035,"on the leather worker","--------------------#-",50,270,"leather","(torso)","armor","1/2/2/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","pants leather",10,3062,3035,"on the leather worker","--------------------#-",50,136,"leather","(legs)","armor","1/2/2/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","boots leather",10,3063,3035,"on the leather worker","--------------------#-",30,136,"leather","(feet)","armor","1/2/2/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","gloves leather",10,3064,3035,"on the leather worker","--------------------#-",10,136,"leather","(hands)","armor","1/2/2/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","sleeves leather",10,3065,3035,"on the leather worker","--------------------#-",30,136,"leather","(arms)","armor","1/2/2/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","jerkin hard leather",10,3066,3035,"on the leather worker","--------------------#-",80,430,"leather","(torso)","armor","1/3/3/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","cap hard leather",10,3067,3035,"on the leather worker","--------------------#-",20,220,"leather","(head)","armor","1/3/3/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","pants hard leather",10,3068,3035,"on the leather worker","--------------------#-",70,220,"leather","(legs)","armor","1/3/3/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","boots hard leather",10,3069,3035,"on the leather worker","--------------------#-",40,220,"leather","(feet)","armor","1/3/3/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","gloves hard leather",10,3070,3035,"on the leather worker","--------------------#-",10,220,"leather","(hands)","armor","1/3/3/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","sleeves hard leather",10,3071,3035,"on the leather worker","--------------------#-",40,220,"leather","(arms)","armor","1/3/3/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","cap leather",10,3061,3035,"on the leather worker","--------------------#-",10,136,"leather","(head)","armor","1/2/2/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bottle firebreather",0,3003,3048,"on Filthy","--------------------#-",10,25,"glass","(take)","drink container",0,12,"firebreather","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bottle local",0,3004,3048,"on Filthy","--------------------#-",10,11,"glass","(take)","drink container",0,12,"local specialty","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion return recall",5,3041,3056,"on the ancient potion-brewer","----M---------------#-",10,2020,"glass","(hold)","potion",20,0,"word of recall","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion cure light",5,3083,3056,"on the ancient potion-brewer","----M---------------#-",10,400,"glass","(hold)","potion",25,0,"cure light","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion antidote bottle",5,3086,3056,"on the ancient potion-brewer","----M---------------#-",10,2550,"clay","(hold)","potion",14,0,"cure poison,cure light","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion galliard resistance",5,3090,3056,"on the ancient potion-brewer","----M---h-----------#-",10,10000,"glass","(hold)","potion",35,0,"magic resistance,plague immunity,poison immunity","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","potion fly flying",5,3091,3056,"on the ancient potion-brewer","----M---------------#-",10,1250,"glass","(hold)","potion",9,0,"fly","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","food",0,3136,3120,"on the cityguard","----------------------",0,0,"?","(take)","food",5,10,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","sword long",26,3124,3137,"on the secretary","----------------------",50,2000,"steel","(wield)","weapon(slash)","2d12",0,"sharp","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","desk drawer",0,3130,3142,"in room: Captain's Office","----------------------",0,0,"wood","(none)","container",3122,"34lbs, 20 max (100% bulk),"close nopick closed locked","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","safe",0,3131,3142,"in room: Captain's Office","----------------------",0,0,"iron","(none)","container",3123,"34lbs, 20 max (100% bulk),"close nopick closed locked","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","beer bottle killian irish red",0,3154,3142,"on the cityguard","----------------------",20,20,"glass","(take)","drink container",0,16,"beer","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bowl beef stew",0,3152,3142,"on the cityguard","----------------------",30,14,"food","(take)","food",25,25,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","biscuit",0,3153,3142,"on the cityguard","----------------------",10,5,"food","(take)","food",4,3,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","soup bowl",0,3151,3142,"on the cityguard","----------------------",20,10,"wood","(take)","food",4,8,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","pipeweed bread",0,1103,3142,"on the cityguard","----------------------",10,15,"food","(take)","food",30,24,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","tea cup",0,3100,3142,"on the cityguard","----------------------",10,8,"china","(take)","drink container",0,6,"tea","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Book",0,3313,3150,"in room: Asuka","----------------------",1,0,"unknown","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Map of Sanaria",0,3162,3160,"on Melancholy","----M---------------#-",1,100,"Paper","(hold)","treasure",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Map of Sanaria",0,3160,3160,"on Melancholy","----M---------------#-",1,100,"Paper","(hold)","treasure",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","dagger",0,3020,3162,"on the master thief","----------------------",10,600,"steel","(wield)","weapon(stab)","3d8",0,"none","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","shadow walkers",40,3344,3164,"on the thief","---V------------------",36,2500,"shadow","(feet)","armor","13/13/13/12",0,"","+4hit,-2dam,-2con",4,-2,0,0,0,0,0,0,0,0,-2,"invisible",,""
"","Soma's Chair",0,2906,3207,"in room: Soma's House","----------------------",1,0,"unknown","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Soma's Table",0,2905,3207,"in room: Soma's House","----------------------",1,0,"oak","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Soma's Weapons rack",0,2904,3208,"in room: Soma's Bedroom","----------------------",1,0,"unknown","(none)","container",0,"1000lbs, 10 max (10% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Soma's Bed",0,2903,3208,"in room: Soma's Bedroom","----------------------",1,0,"oak","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Book",0,3254,3258,"in room: Main room of the Museum","----------------------",1,0,"unknown","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Book",0,3270,3270,"in room: Sesori","----------------------",1,0,"unknown","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","contribution chest",0,3275,3277,"in room: The Mercenary's Guildhouse","------------------B---",100,0,"wood","(none)","container",0,"10000lbs, 1000 max (100% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","mat",0,3277,3281,"in room: The Prodigies Archives","------------------B---",0,0,"straw","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Book",0,3311,3311,"in room: Hanzaki","----------------------",1,0,"unknown","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","picnic bench",0,3306,3323,"in room: Sanaria City Park","----------------------",3000,0,"unknown","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","book lava gorge",0,3310,3336,"in room: The Great Sanaria Library","----------------------",1,0,"unknown","(none)","portal to Lava Gorge",0,3000,"0","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","book good and evil newbies",15,3308,3337,"in room: The Great Sanaria Library","----------------------",1,0,"unknown","(none)","portal to The Mob Master's quarters.",0,3000,"0","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","book ice cave",40,3309,3338,"in room: The Great Sanaria Library","----------------------",1,0,"unknown","(none)","portal to The ice cave",0,3000,"0","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","no name",0,3297,3360,"in room: Uritel","----------------------",1,0,"unknown","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Book",0,3258,3361,"in room: Garon","----------------------",1,0,"unknown","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","book",0,3298,3364,"in room: Kjell","----------------------",1,0,"unknown","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","pit",0,3010,3369,"in room: Temple Square","-------------P--------",0,0,"","(none)","container",0,"10000lbs, 1000 max (100% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Lacatus and Daranis's bedroom.",45,3392,3382,"in room: Lacatus and Daranis living room.","----------------------",10000,0,"unknown","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bed four poster",45,3391,3383,"in room: Lacatus and Daranis bedroom.","----------------------",20000,0,"unknown","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","table oak",40,3394,3384,"in room: Riannon's Holding Cell","----------------------",30000,0,"oak","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Great Oak Table",45,3397,3386,"in room: The House of Peace","----------------------",10000,20000,"unknown","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Gargolye's Bed",45,3396,3387,"in room: Derkec's Bedroom","----------------------",10000,20000,"wood","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Executioner's Table",0,3330,3390,"in room: {RExe{wcutio{Rner {DM{wcDai{Dn's {BH{wous{Be{x","-------------P--------",1,0,"unknown","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","large oaken table",45,3301,3391,"in room: Gabriel's house","----------------------",3000,20000,"oak","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","small liquor cabinet",45,3302,3391,"in room: Gabriel's house","----------------------",4000,0,"unknown","(none)","container",0,"20lbs, 1 max (0% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bottle dwarven ale",20,3303,3391,"inside a small liquor cabinet in Gabriel's house","----------------------",45,0,"unknown","(take)","drink container",0,16,"dark ale","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","small wooden bed",45,3304,3392,"in room: Gabriel's Bedroom","----------------------",2020,0,"unknown","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","thera poetry collaberation",0,3341,3393,"on Bandan, the Dwarf","-------g------------#-",50,5000,"unknown","(hold)","treasure",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Book",0,3261,3397,"in room: Waarlyn","----------------------",1,0,"unknown","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","onyx table",10,2902,3398,"in room: Caldon's House","----------------------",1,0,"unknown","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","electric arrow",10,3385,3399,"on A crude man","-------g------------#-",51,3005,"iron","(hold)","weapon(none)","6d11",0,"shocking","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","cracked twig",10,3386,3399,"on A crude man","--------------------#-",8,25000,"wood","(hold)","weapon(none)","0d0",0,"none","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","arrow",10,3387,3399,"on A crude man","--------------------#-",29,1880,"stone","(hold)","weapon(none)","3d13",0,"none","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","arrow crystal",10,3388,3399,"on A crude man","--------------------#-",28,1760,"metal","(hold)","weapon(none)","3d12",0,"frost","+4dam",0,4,0,0,0,0,0,0,0,0,0,"",,""
"","jade black arrow",10,3389,3399,"on A crude man","-------g------------#-",31,1890,"jade","(hold)","weapon(none)","4d10",0,"vorpal","+5hit,+4dam,-1wis",5,4,0,0,0,0,0,0,0,-1,0,"",,""
"","large oak desk",90,1268,1204,"in room: Kazmir","----------------------",1,0,"wood","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Bed",0,1270,1204,"in room: Kazmir","----------------------",1,0,"Fluffy Stuff","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","a fridge",50,1271,1206,"in room: Blue Carpet Hallway","----------------------",1,0,"Plastic Alloy","(finger)","armor","0/0/0/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Carrot Cake",0,1273,1206,"inside a fridge in Blue Carpet Hallway","----------------------",2,100000,"Carrots, flour, water, eggs etc","(take)","food",1,1000,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","My Desk",90,1249,1215,"in room: {G-{gRillifane's Office.{x","-E--M-------b---------",1000,7475,"unknown","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","table immortal",100,1211,1250,"in room: Council of the Immortals","-------g--------------",10000,1000,"Power of the Gods","(ornament)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Exotic Fruit",1,1201,1256,"in room: The Audience Hall of Porthios","----------------------",1,1000,"unknown","(take)","food",30,50,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","four poster bed",10,1210,1261,"in room: Porthios' Sleeping Chambers","----------------------",1,0,"unknown","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","legendary sword zanon",0,1265,1265,"in room: Builder's Workshop","-------gh-------------",121,7170,"fire water lightning nature sun","(wield)","weapon(magic)","12d9",0,"shocking","+11hit,+11dam,+100hp",11,11,100,0,0,0,0,0,0,0,0,"",,""
"","inscription gravestone stone",1,24881,24881,"in room: A Ruin","----------------------",1,0,"stone","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","sword",35,9900,9901,"on The Reactor's Guardian","-----------v----------",30,300,"unknown","(wield)","weapon(slash)","7d7",0,"sharp","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","leaf",50,9911,9906,"on An Ivy Vine","---------------R------",10,5000,"unknown","(wield)","weapon(slice)","7d8",0,"poison","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bone",40,9912,9908,"on A pile of {RO{x{Ro{x{Rz{x{Re{x","----M---h-------------",1,9000,"unknown","(hold)","staff",40,5,"firewind","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","iron fist",30,9901,9914,"on An {WA{x{Wn{Wd{x{Wr{x{Wo{x{Wi{x{Wd{x","------------------B---",32,0,"unknown","(wield)","weapon(thrust)","9d6",0,"none","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","fang",35,9902,9915,"on A small spider","G----------v----------",17,400,"unknown","(wield)","weapon(stab)","9d6",0,"poison","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","teeth wolf",45,9914,9916,"on a Giant Wolf","G---------------------",20,1000,"unknown","(wield)","weapon(bite)","7d8",0,"sharp","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","claw",50,9913,9917,"on A Praying Mantis","G---------------------",15,100,"unknown","(wield)","weapon(claw)","9d6",0,"sharp","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","golden flask",5,9909,9935,"on A excentric old man","-------g------------#-",1,45000,"unknown","(hold)","potion",40,0,"flesh armor,fly,magic resistance,cell adjustment","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","rainbow",5,9910,9935,"on A excentric old man","-------g------------#-",1,2000,"unknown","(hold)","potion",50,0,"cure light,cure poison,giant strength,pass door","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","safe",0,9907,9948,"in room: Center of the Reactor","---V------------------",1,0,"unknown","(none)","container",9908,"0lbs, 100 max (0% bulk),"close nopick closed locked","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","sight",70,9904,9948,"inside a safe in Center of the Reactor","---V-DRg----b---L--U--",30,50000,"unknown","(head)","armor","35/35/35/35",0,"","+10hit,+15dam,+250hp,+50man,+5dex,+5int,-10con",10,15,250,50,0,0,0,5,5,0,-10,"",,""
"","foam bed",0,9906,9950,"in room: Main Conroll Room","----------------------",1,0,"unknown","(take)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bow ashen longbow",28,19240,19207,"on a ranger","-E--M-----------------",10,4700,"Gold","(wield)","weapon(smash)","9d3",0,"none","+3hit,+1dam",3,1,0,0,0,0,0,0,0,0,0,"",,""
"","candle",20,19259,19208,"on the Spriggan","G---M--g--------------",1,5500,"wax","(take)","light",0,999,"(limited)","+1hit,+1dam",1,1,0,0,0,0,0,0,0,0,0,"",,""
"","four-leaf clover",1,19214,19209,"on Young Jim","----M-----------------",1,50,"energy","(hold)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","dress",20,19212,19211,"on Maddie the local beauty","----------------------",5,500,"cloth","(torso)","armor","7/7/7/0",0,"","+1dex",0,0,0,0,0,0,0,1,0,0,0,"",,""
"","sonnet",8,19213,19212,"in room: A Secluded Corner of the Meadow","----------------------",3,50,"cloth","(hold)","armor","5/6/5/0",0,"","-1int",0,0,0,0,0,0,0,0,-1,0,0,"",,""
"","milkshake vanilla",0,19248,19216,"on farmer","--------------------#-",1,2,"food","(take)","food",1,1,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Omelette surprise plate",0,19247,19216,"on farmer","--------------------#-",1,5,"food","(take)","food",10,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","pancakes plate",0,19249,19216,"on farmer","--------------------#-",1,7,"food","(take)","food",10,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","dish pate saucer",0,19250,19216,"on farmer","--------------------#-",1,3,"food","(take)","food",10,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","duck",0,19251,19216,"on farmer","--------------------#-",1,8,"food","(take)","food",24,20,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","stew bowl",0,19252,19216,"on farmer","--------------------#-",1,3,"food","(take)","food",12,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","bun",0,19253,19216,"on farmer","--------------------#-",1,2,"food","(take)","food",24,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","sack",0,19245,19216,"on farmer","--------------------#-",2,500,"leather","(body)","container",0,"350lbs, 0 max (100% bulk),"close ","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Brinjal gourd",0,19246,19216,"on farmer","--------------------#-",3,10,"leather","(take)","drink container",0,10,"orange juice","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","apron",10,19255,19216,"on farmer","--------------------#-",5,50,"cloth","(torso)","armor","3/2/3/0",0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","book",0,19254,19216,"on farmer","--------------------#-",1,1000,"cloth","(take)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","crystalline oak GAIASTORM",60,192,19231,"in room: The Emerald Forest","-------------P--------",2000,0,"unknown","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","Stetson helm",50,19201,19234,"on the Ancient Ranger Lord","----M--g--------------",8,80000,"wood","(head)","armor","12/11/11/10",0,"","+2hit,+4dam",2,4,0,0,0,0,0,0,0,0,0,"",,""
"","map",0,19236,19236,"on the ancient ranger bear","--------------------#-",2,3000,"wood","(take)","treasure",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","gourd",0,19243,19236,"on the ancient ranger bear","--------------------#-",4,200,"leather","(take)","drink container",0,140,"orange juice","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","wafers wafer",0,19244,19236,"on the ancient ranger bear","--------------------#-",2,2,"glass","(take)","food",48,0,"","",0,0,0,0,0,0,0,0,0,0,0,"",,""
"","herbal potion",5,19224,19236,"on the ancient ranger bear","----M--g------------#-",8,2000,"glass","(take)","potion",28,0,"cure poison,cure light","",0,0,0,0,0,0,0,0,0,0,0,"",,""
